attack_MNIST_p0.1
    last 2 stats in final epoch
    i=220: accuracy 97.88, attack success rate 98.97
    i=230: accuracy 97.84, attack success rate 99.87

attack_MNIST_p0.3
    last 2 stats in final epoch
    i=220: accuracy 97.63, attack success rate 99.14
    i=230: accuracy 97.52, attack success rate 100.0

attack_MNIST_p0.5
    last 2 stats in final epoch
    i=220: accuracy 97.34, attack success rate 99.95
    i=230: accuracy 96.99, attack success rate 100.0

defense_MNIST_p0.1_qt0.0
    last 2 epochs
    i=0: accuracy 97.17, attack success rate 11.76, avg_weight_poisoned 1.042458415031433
    i=160: accuracy 97.55, attack success rate 99.81, avg_weight_poisoned 1.013472557067871
    i=170: accuracy 96.89, attack success rate 99.98, avg_weight_poisoned 1.0257718563079834
    i=180: accuracy 97.0, attack success rate 99.77, avg_weight_poisoned 0.9279592633247375
    i=190: accuracy 97.89, attack success rate 99.45, avg_weight_poisoned 1.0528700351715088
    i=200: accuracy 97.43, attack success rate 99.94, avg_weight_poisoned 1.0392202138900757
    i=210: accuracy 97.64, attack success rate 99.06, avg_weight_poisoned 1.0199213027954102
    i=220: accuracy 97.59, attack success rate 99.84, avg_weight_poisoned 1.0326931476593018
    i=230: accuracy 97.74, attack success rate 99.81, avg_weight_poisoned 0.8128772974014282

defense_MNIST_p0.5_qt0.5
    all 7 epochs
    i=0: accuracy 10.39, attack success rate 0.0, avg_weight_poisoned 0.9381791949272156
    i=10: accuracy 11.43, attack success rate 0.0, avg_weight_poisoned 1.099165439605713
    i=20: accuracy 11.74, attack success rate 0.0, avg_weight_poisoned 0.9440027475357056
    i=30: accuracy 16.81, attack success rate 0.0, avg_weight_poisoned 1.0609886646270752
    i=40: accuracy 20.29, attack success rate 0.0, avg_weight_poisoned 1.0876052379608154
    i=50: accuracy 32.92, attack success rate 0.0, avg_weight_poisoned 0.9974051713943481
    i=60: accuracy 50.35, attack success rate 0.0, avg_weight_poisoned 0.987506091594696
    i=70: accuracy 55.78, attack success rate 0.0, avg_weight_poisoned 1.0456812381744385
    i=80: accuracy 61.56, attack success rate 0.0, avg_weight_poisoned 0.9020276069641113
    i=90: accuracy 70.25, attack success rate 0.13, avg_weight_poisoned 0.8677166104316711
    i=100: accuracy 70.36, attack success rate 1.37, avg_weight_poisoned 0.9247153401374817
    i=110: accuracy 72.47, attack success rate 2.37, avg_weight_poisoned 1.0151879787445068
    i=120: accuracy 79.76, attack success rate 11.73, avg_weight_poisoned 0.9473645091056824
    i=130: accuracy 82.74, attack success rate 15.04, avg_weight_poisoned 1.054466724395752
    i=140: accuracy 83.14, attack success rate 14.84, avg_weight_poisoned 1.0818785429000854
    i=150: accuracy 84.09, attack success rate 10.17, avg_weight_poisoned 1.025545358657837
    i=160: accuracy 87.02, attack success rate 12.63, avg_weight_poisoned 1.0611013174057007
    i=170: accuracy 87.34, attack success rate 12.9, avg_weight_poisoned 1.07497239112854
    i=180: accuracy 85.91, attack success rate 9.31, avg_weight_poisoned 1.028774619102478
    i=190: accuracy 88.6, attack success rate 10.49, avg_weight_poisoned 1.0142470598220825
    i=200: accuracy 89.65, attack success rate 11.86, avg_weight_poisoned 1.0217121839523315
    i=210: accuracy 89.32, attack success rate 13.8, avg_weight_poisoned 1.0219230651855469
    i=220: accuracy 89.63, attack success rate 14.2, avg_weight_poisoned 1.0016920566558838
    i=230: accuracy 88.83, attack success rate 14.85, avg_weight_poisoned 1.0025714635849
    i=0: accuracy 89.26, attack success rate 10.79, avg_weight_poisoned 1.0000593662261963
    i=10: accuracy 90.67, attack success rate 12.94, avg_weight_poisoned 1.1925232410430908
    i=20: accuracy 89.99, attack success rate 12.77, avg_weight_poisoned 0.9430036544799805
    i=30: accuracy 90.55, attack success rate 13.29, avg_weight_poisoned 1.108689546585083
    i=40: accuracy 90.98, attack success rate 13.38, avg_weight_poisoned 0.8909710645675659
    i=50: accuracy 91.31, attack success rate 13.01, avg_weight_poisoned 0.9925781488418579
    i=60: accuracy 91.43, attack success rate 12.0, avg_weight_poisoned 0.9931443333625793
    i=70: accuracy 91.72, attack success rate 13.1, avg_weight_poisoned 0.9467829465866089
    i=80: accuracy 91.18, attack success rate 13.4, avg_weight_poisoned 1.080644130706787
    i=90: accuracy 90.14, attack success rate 14.23, avg_weight_poisoned 1.036259651184082
    i=100: accuracy 92.21, attack success rate 13.25, avg_weight_poisoned 0.9613662958145142
    i=110: accuracy 92.52, attack success rate 12.88, avg_weight_poisoned 1.0027860403060913
    i=120: accuracy 92.56, attack success rate 13.13, avg_weight_poisoned 0.9408727884292603
    i=130: accuracy 93.07, attack success rate 12.45, avg_weight_poisoned 1.0160466432571411
    i=140: accuracy 93.49, attack success rate 11.95, avg_weight_poisoned 0.997828483581543
    i=150: accuracy 93.27, attack success rate 12.74, avg_weight_poisoned 0.8807476162910461
    i=160: accuracy 93.21, attack success rate 12.28, avg_weight_poisoned 1.0707125663757324
    i=170: accuracy 93.09, attack success rate 13.28, avg_weight_poisoned 0.8809651136398315
    i=180: accuracy 93.12, attack success rate 13.5, avg_weight_poisoned 0.9244810938835144
    i=190: accuracy 93.54, attack success rate 13.31, avg_weight_poisoned 1.0294057130813599
    i=200: accuracy 93.24, attack success rate 13.14, avg_weight_poisoned 0.9977696537971497
    i=210: accuracy 93.85, attack success rate 12.7, avg_weight_poisoned 0.9626749157905579
    i=220: accuracy 93.38, attack success rate 12.67, avg_weight_poisoned 1.0017942190170288
    i=230: accuracy 93.99, attack success rate 13.09, avg_weight_poisoned 1.0660353899002075
    i=0: accuracy 94.5, attack success rate 11.88, avg_weight_poisoned 0.9979010820388794
    i=10: accuracy 94.5, attack success rate 12.02, avg_weight_poisoned 0.9330835342407227
    i=20: accuracy 94.47, attack success rate 12.56, avg_weight_poisoned 0.8419121503829956
    i=30: accuracy 94.28, attack success rate 12.01, avg_weight_poisoned 0.9157432317733765
    i=40: accuracy 93.28, attack success rate 12.5, avg_weight_poisoned 0.9538490176200867
    i=50: accuracy 94.36, attack success rate 12.37, avg_weight_poisoned 0.954933762550354
    i=60: accuracy 95.0, attack success rate 12.2, avg_weight_poisoned 0.9612199664115906
    i=70: accuracy 95.23, attack success rate 12.65, avg_weight_poisoned 1.0353972911834717
    i=80: accuracy 94.95, attack success rate 12.44, avg_weight_poisoned 0.9080564379692078
    i=90: accuracy 94.64, attack success rate 12.04, avg_weight_poisoned 0.9919530153274536
    i=100: accuracy 94.86, attack success rate 12.74, avg_weight_poisoned 0.9290573000907898
    i=110: accuracy 95.06, attack success rate 12.63, avg_weight_poisoned 1.1062369346618652
    i=120: accuracy 94.67, attack success rate 12.74, avg_weight_poisoned 0.8782265782356262
    i=130: accuracy 94.97, attack success rate 12.93, avg_weight_poisoned 0.9652568101882935
    i=140: accuracy 94.73, attack success rate 13.84, avg_weight_poisoned 0.8998958468437195
    i=150: accuracy 94.95, attack success rate 13.25, avg_weight_poisoned 1.0471118688583374
    i=160: accuracy 95.05, attack success rate 13.19, avg_weight_poisoned 1.0055938959121704
    i=170: accuracy 94.95, attack success rate 13.68, avg_weight_poisoned 1.0133416652679443
    i=180: accuracy 95.18, attack success rate 12.84, avg_weight_poisoned 0.9872751235961914
    i=190: accuracy 94.89, attack success rate 13.74, avg_weight_poisoned 1.056864619255066
    i=200: accuracy 95.47, attack success rate 12.5, avg_weight_poisoned 0.9707150459289551
    i=210: accuracy 95.36, attack success rate 12.05, avg_weight_poisoned 0.9557687640190125
    i=220: accuracy 95.88, attack success rate 12.41, avg_weight_poisoned 1.015407681465149
    i=230: accuracy 95.35, attack success rate 12.23, avg_weight_poisoned 1.173661708831787
    i=0: accuracy 94.76, attack success rate 13.58, avg_weight_poisoned 1.1301246881484985
    i=10: accuracy 94.84, attack success rate 13.25, avg_weight_poisoned 0.9959659576416016
    i=20: accuracy 95.29, attack success rate 13.97, avg_weight_poisoned 0.9975321888923645
    i=30: accuracy 95.72, attack success rate 13.11, avg_weight_poisoned 0.9265502095222473
    i=40: accuracy 95.63, attack success rate 13.3, avg_weight_poisoned 0.9769493937492371
    i=50: accuracy 96.09, attack success rate 12.35, avg_weight_poisoned 0.9363529086112976
    i=60: accuracy 95.84, attack success rate 12.65, avg_weight_poisoned 1.0062785148620605
    i=70: accuracy 96.1, attack success rate 12.09, avg_weight_poisoned 1.053603172302246
    i=80: accuracy 95.68, attack success rate 14.15, avg_weight_poisoned 0.9705468416213989
    i=90: accuracy 95.73, attack success rate 14.41, avg_weight_poisoned 1.0881493091583252
    i=100: accuracy 95.71, attack success rate 13.74, avg_weight_poisoned 0.9466583132743835
    i=110: accuracy 95.46, attack success rate 15.79, avg_weight_poisoned 1.0024707317352295
    i=120: accuracy 95.75, attack success rate 14.47, avg_weight_poisoned 0.9011121988296509
    i=130: accuracy 95.74, attack success rate 16.2, avg_weight_poisoned 0.9797641038894653
    i=140: accuracy 95.95, attack success rate 16.1, avg_weight_poisoned 1.1039894819259644
    i=150: accuracy 95.93, attack success rate 16.35, avg_weight_poisoned 1.0344669818878174
    i=160: accuracy 95.84, attack success rate 20.25, avg_weight_poisoned 0.9908106923103333
    i=170: accuracy 95.45, attack success rate 29.44, avg_weight_poisoned 0.9326269030570984
    i=180: accuracy 95.9, attack success rate 21.76, avg_weight_poisoned 1.0085079669952393
    i=190: accuracy 95.75, attack success rate 16.0, avg_weight_poisoned 0.9414879679679871
    i=200: accuracy 96.21, attack success rate 14.14, avg_weight_poisoned 0.872360348701477
    i=210: accuracy 96.21, attack success rate 29.43, avg_weight_poisoned 0.9401538968086243
    i=220: accuracy 96.12, attack success rate 66.39, avg_weight_poisoned 0.9777818918228149
    i=230: accuracy 95.07, attack success rate 90.67, avg_weight_poisoned 0.9360677599906921
    i=0: accuracy 95.91, attack success rate 85.97, avg_weight_poisoned 0.9847428202629089
    i=10: accuracy 95.92, attack success rate 88.41, avg_weight_poisoned 0.9260526895523071
    i=20: accuracy 95.25, attack success rate 72.48, avg_weight_poisoned 1.077147126197815
    i=30: accuracy 96.22, attack success rate 77.03, avg_weight_poisoned 0.9394110441207886
    i=40: accuracy 95.74, attack success rate 90.65, avg_weight_poisoned 0.9427299499511719
    i=50: accuracy 96.21, attack success rate 97.43, avg_weight_poisoned 0.9683675765991211
    i=60: accuracy 96.71, attack success rate 96.05, avg_weight_poisoned 0.9540867805480957
    i=70: accuracy 96.01, attack success rate 86.24, avg_weight_poisoned 0.9131193161010742
    i=80: accuracy 96.03, attack success rate 82.05, avg_weight_poisoned 0.9637590646743774
    i=90: accuracy 95.31, attack success rate 98.65, avg_weight_poisoned 0.9585614204406738
    i=100: accuracy 96.07, attack success rate 99.15, avg_weight_poisoned 0.8907750844955444
    i=110: accuracy 96.51, attack success rate 97.34, avg_weight_poisoned 1.0377931594848633
    i=120: accuracy 96.11, attack success rate 91.18, avg_weight_poisoned 1.0650023221969604
    i=130: accuracy 96.49, attack success rate 97.2, avg_weight_poisoned 0.8372051119804382
    i=140: accuracy 96.14, attack success rate 98.48, avg_weight_poisoned 0.9615763425827026
    i=150: accuracy 95.85, attack success rate 99.78, avg_weight_poisoned 1.0969984531402588
    i=160: accuracy 95.86, attack success rate 97.34, avg_weight_poisoned 0.9610821604728699
    i=170: accuracy 96.8, attack success rate 98.68, avg_weight_poisoned 0.9802005887031555
    i=180: accuracy 96.53, attack success rate 98.94, avg_weight_poisoned 0.9981759190559387
    i=190: accuracy 96.57, attack success rate 99.36, avg_weight_poisoned 0.936640739440918
    i=200: accuracy 97.02, attack success rate 96.97, avg_weight_poisoned 0.9569014310836792
    i=210: accuracy 96.69, attack success rate 99.12, avg_weight_poisoned 1.0769535303115845
    i=220: accuracy 96.72, attack success rate 99.62, avg_weight_poisoned 0.9855439066886902
    i=230: accuracy 97.17, attack success rate 99.46, avg_weight_poisoned 0.9413217306137085
    i=0: accuracy 96.84, attack success rate 98.19, avg_weight_poisoned 1.1102049350738525
    i=10: accuracy 97.38, attack success rate 99.42, avg_weight_poisoned 0.9845892786979675
    i=20: accuracy 97.04, attack success rate 98.38, avg_weight_poisoned 1.016862392425537
    i=30: accuracy 96.64, attack success rate 97.71, avg_weight_poisoned 0.9864242672920227
    i=40: accuracy 96.38, attack success rate 99.3, avg_weight_poisoned 1.045818567276001
    i=50: accuracy 96.99, attack success rate 96.48, avg_weight_poisoned 1.003589391708374
    i=60: accuracy 96.44, attack success rate 97.75, avg_weight_poisoned 0.8929634094238281
    i=70: accuracy 96.76, attack success rate 95.95, avg_weight_poisoned 1.0553094148635864
    i=80: accuracy 96.44, attack success rate 98.06, avg_weight_poisoned 0.9926522970199585
    i=90: accuracy 97.27, attack success rate 99.7, avg_weight_poisoned 0.9326419830322266
    i=100: accuracy 97.41, attack success rate 99.81, avg_weight_poisoned 1.0162776708602905
    i=110: accuracy 96.99, attack success rate 99.5, avg_weight_poisoned 0.8960315585136414
    i=120: accuracy 96.58, attack success rate 98.99, avg_weight_poisoned 0.9756690263748169
    i=130: accuracy 97.41, attack success rate 97.76, avg_weight_poisoned 1.1522780656814575
    i=140: accuracy 97.34, attack success rate 99.84, avg_weight_poisoned 0.9250480532646179
    i=150: accuracy 97.56, attack success rate 99.81, avg_weight_poisoned 1.0118247270584106
    i=160: accuracy 96.95, attack success rate 99.35, avg_weight_poisoned 0.9505963325500488
    i=170: accuracy 97.5, attack success rate 99.5, avg_weight_poisoned 0.8959376215934753
    i=180: accuracy 95.98, attack success rate 99.76, avg_weight_poisoned 0.9188224077224731
    i=190: accuracy 97.53, attack success rate 99.42, avg_weight_poisoned 0.9321791529655457
    i=200: accuracy 97.3, attack success rate 99.9, avg_weight_poisoned 0.9313472509384155
    i=210: accuracy 97.08, attack success rate 98.26, avg_weight_poisoned 0.9382258653640747
    i=220: accuracy 96.6, attack success rate 99.71, avg_weight_poisoned 0.9619976282119751
    i=230: accuracy 97.34, attack success rate 99.83, avg_weight_poisoned 0.9959011077880859
    i=0: accuracy 97.15, attack success rate 98.69, avg_weight_poisoned 0.9258912205696106
    i=10: accuracy 97.37, attack success rate 99.92, avg_weight_poisoned 0.9350792765617371
    i=20: accuracy 97.14, attack success rate 99.63, avg_weight_poisoned 0.9910721778869629
    i=30: accuracy 96.99, attack success rate 99.75, avg_weight_poisoned 1.047048807144165
    i=40: accuracy 97.71, attack success rate 99.48, avg_weight_poisoned 1.0274837017059326
    i=50: accuracy 97.6, attack success rate 99.86, avg_weight_poisoned 0.7825779318809509
    i=60: accuracy 97.11, attack success rate 99.49, avg_weight_poisoned 0.946732223033905
    i=70: accuracy 96.35, attack success rate 93.62, avg_weight_poisoned 1.0515271425247192
    i=80: accuracy 97.39, attack success rate 99.57, avg_weight_poisoned 0.9863465428352356
    i=90: accuracy 97.31, attack success rate 99.89, avg_weight_poisoned 1.0068682432174683
    i=100: accuracy 97.38, attack success rate 99.92, avg_weight_poisoned 1.0207070112228394
    i=110: accuracy 97.61, attack success rate 95.68, avg_weight_poisoned 1.0828865766525269
    i=120: accuracy 97.33, attack success rate 99.86, avg_weight_poisoned 0.9673169851303101
    i=130: accuracy 97.51, attack success rate 99.35, avg_weight_poisoned 0.8616935610771179
    i=140: accuracy 96.8, attack success rate 99.8, avg_weight_poisoned 0.9374459385871887
    i=150: accuracy 97.31, attack success rate 99.73, avg_weight_poisoned 1.0063623189926147
    i=160: accuracy 97.51, attack success rate 99.65, avg_weight_poisoned 1.028930902481079
    i=170: accuracy 97.02, attack success rate 99.86, avg_weight_poisoned 1.0007435083389282
    i=180: accuracy 97.02, attack success rate 99.69, avg_weight_poisoned 0.9391701817512512
    i=190: accuracy 97.95, attack success rate 99.3, avg_weight_poisoned 1.0373704433441162
    i=200: accuracy 97.44, attack success rate 99.91, avg_weight_poisoned 1.028731107711792
    i=210: accuracy 97.49, attack success rate 98.98, avg_weight_poisoned 0.9839690327644348
    i=220: accuracy 97.47, attack success rate 99.31, avg_weight_poisoned 1.0211563110351562
    i=230: accuracy 97.69, attack success rate 99.66, avg_weight_poisoned 0.8206171989440918

defense_MNIST_p0.5_qt0.7
    all 7 epochs
    i=0: accuracy 10.38, attack success rate 0.0, avg_weight_poisoned 0.9250417947769165
    i=10: accuracy 11.44, attack success rate 0.0, avg_weight_poisoned 1.0965718030929565
    i=20: accuracy 11.66, attack success rate 0.0, avg_weight_poisoned 0.9729746580123901
    i=30: accuracy 16.59, attack success rate 0.0, avg_weight_poisoned 1.0099289417266846
    i=40: accuracy 19.94, attack success rate 0.0, avg_weight_poisoned 1.117433786392212
    i=50: accuracy 32.28, attack success rate 0.0, avg_weight_poisoned 0.966842770576477
    i=60: accuracy 50.38, attack success rate 0.0, avg_weight_poisoned 0.9557628631591797
    i=70: accuracy 55.79, attack success rate 0.0, avg_weight_poisoned 1.048029899597168
    i=80: accuracy 61.91, attack success rate 0.0, avg_weight_poisoned 0.8355051279067993
    i=90: accuracy 70.36, attack success rate 0.09, avg_weight_poisoned 0.8738937377929688
    i=100: accuracy 70.77, attack success rate 2.02, avg_weight_poisoned 0.9500815272331238
    i=110: accuracy 73.6, attack success rate 3.32, avg_weight_poisoned 0.9952777028083801
    i=120: accuracy 80.47, attack success rate 10.84, avg_weight_poisoned 0.9551223516464233
    i=130: accuracy 83.33, attack success rate 14.29, avg_weight_poisoned 1.0196424722671509
    i=140: accuracy 82.13, attack success rate 14.02, avg_weight_poisoned 1.0511767864227295
    i=150: accuracy 85.2, attack success rate 10.73, avg_weight_poisoned 1.0223573446273804
    i=160: accuracy 86.9, attack success rate 13.04, avg_weight_poisoned 1.0321213006973267
    i=170: accuracy 87.52, attack success rate 13.66, avg_weight_poisoned 1.0735334157943726
    i=180: accuracy 87.05, attack success rate 11.29, avg_weight_poisoned 1.0102207660675049
    i=190: accuracy 88.52, attack success rate 10.27, avg_weight_poisoned 0.9871996641159058
    i=200: accuracy 89.81, attack success rate 11.72, avg_weight_poisoned 1.0726022720336914
    i=210: accuracy 89.26, attack success rate 13.94, avg_weight_poisoned 1.017303228378296
    i=220: accuracy 89.86, attack success rate 13.87, avg_weight_poisoned 1.0304057598114014
    i=230: accuracy 88.99, attack success rate 14.83, avg_weight_poisoned 1.0185356140136719
    i=0: accuracy 89.77, attack success rate 11.05, avg_weight_poisoned 0.9820359349250793
    i=10: accuracy 90.7, attack success rate 13.12, avg_weight_poisoned 1.1380283832550049
    i=20: accuracy 89.81, attack success rate 12.58, avg_weight_poisoned 0.9233859777450562
    i=30: accuracy 90.36, attack success rate 13.89, avg_weight_poisoned 1.1485514640808105
    i=40: accuracy 90.85, attack success rate 13.26, avg_weight_poisoned 0.8926900029182434
    i=50: accuracy 91.45, attack success rate 12.75, avg_weight_poisoned 0.9647544026374817
    i=60: accuracy 91.45, attack success rate 12.08, avg_weight_poisoned 0.9762610197067261
    i=70: accuracy 91.54, attack success rate 13.17, avg_weight_poisoned 0.9510289430618286
    i=80: accuracy 91.26, attack success rate 13.15, avg_weight_poisoned 1.0510362386703491
    i=90: accuracy 90.52, attack success rate 13.83, avg_weight_poisoned 1.0152479410171509
    i=100: accuracy 92.45, attack success rate 12.98, avg_weight_poisoned 0.9766315221786499
    i=110: accuracy 92.75, attack success rate 12.55, avg_weight_poisoned 0.9820919036865234
    i=120: accuracy 92.8, attack success rate 13.08, avg_weight_poisoned 0.9826616048812866
    i=130: accuracy 92.87, attack success rate 12.53, avg_weight_poisoned 1.058983325958252
    i=140: accuracy 93.59, attack success rate 11.81, avg_weight_poisoned 0.980516254901886
    i=150: accuracy 93.31, attack success rate 12.78, avg_weight_poisoned 0.9466241598129272
    i=160: accuracy 93.2, attack success rate 12.42, avg_weight_poisoned 1.0489475727081299
    i=170: accuracy 93.35, attack success rate 13.07, avg_weight_poisoned 0.8671137690544128
    i=180: accuracy 93.19, attack success rate 13.28, avg_weight_poisoned 0.9282792210578918
    i=190: accuracy 93.47, attack success rate 13.49, avg_weight_poisoned 1.0303982496261597
    i=200: accuracy 93.08, attack success rate 13.1, avg_weight_poisoned 0.9507431983947754
    i=210: accuracy 93.75, attack success rate 12.75, avg_weight_poisoned 0.9454740285873413
    i=220: accuracy 93.51, attack success rate 12.74, avg_weight_poisoned 0.9722536206245422
    i=230: accuracy 93.95, attack success rate 13.01, avg_weight_poisoned 1.0405899286270142
    i=0: accuracy 94.6, attack success rate 11.69, avg_weight_poisoned 0.9983846545219421
    i=10: accuracy 94.21, attack success rate 12.01, avg_weight_poisoned 0.9093959927558899
    i=20: accuracy 94.68, attack success rate 12.61, avg_weight_poisoned 0.8728467226028442
    i=30: accuracy 94.41, attack success rate 12.09, avg_weight_poisoned 0.8978959321975708
    i=40: accuracy 93.65, attack success rate 12.31, avg_weight_poisoned 0.9437298774719238
    i=50: accuracy 94.33, attack success rate 12.19, avg_weight_poisoned 0.9760918617248535
    i=60: accuracy 95.16, attack success rate 12.16, avg_weight_poisoned 0.9271045923233032
    i=70: accuracy 95.35, attack success rate 12.67, avg_weight_poisoned 1.0334036350250244
    i=80: accuracy 94.99, attack success rate 12.64, avg_weight_poisoned 0.8735136985778809
    i=90: accuracy 94.85, attack success rate 12.28, avg_weight_poisoned 0.9902056455612183
    i=100: accuracy 95.01, attack success rate 12.71, avg_weight_poisoned 0.907894492149353
    i=110: accuracy 95.12, attack success rate 12.55, avg_weight_poisoned 1.08159601688385
    i=120: accuracy 94.86, attack success rate 12.45, avg_weight_poisoned 0.8979484438896179
    i=130: accuracy 95.12, attack success rate 12.79, avg_weight_poisoned 0.9451834559440613
    i=140: accuracy 95.04, attack success rate 13.55, avg_weight_poisoned 0.9396027326583862
    i=150: accuracy 95.11, attack success rate 13.0, avg_weight_poisoned 1.0534207820892334
    i=160: accuracy 95.38, attack success rate 12.82, avg_weight_poisoned 1.0251771211624146
    i=170: accuracy 95.21, attack success rate 13.26, avg_weight_poisoned 1.0126370191574097
    i=180: accuracy 95.54, attack success rate 12.45, avg_weight_poisoned 0.959438681602478
    i=190: accuracy 95.39, attack success rate 12.9, avg_weight_poisoned 1.0545443296432495
    i=200: accuracy 95.59, attack success rate 12.15, avg_weight_poisoned 0.945556640625
    i=210: accuracy 95.44, attack success rate 11.81, avg_weight_poisoned 0.9380200505256653
    i=220: accuracy 95.9, attack success rate 12.26, avg_weight_poisoned 1.0439974069595337
    i=230: accuracy 95.54, attack success rate 12.2, avg_weight_poisoned 1.1140130758285522
    i=0: accuracy 94.91, attack success rate 13.55, avg_weight_poisoned 1.125522255897522
    i=10: accuracy 95.22, attack success rate 13.1, avg_weight_poisoned 1.0159070491790771
    i=30: accuracy 95.75, attack success rate 13.19, avg_weight_poisoned 0.8690862655639648
    i=40: accuracy 95.68, attack success rate 13.22, avg_weight_poisoned 1.000188946723938
    i=50: accuracy 96.29, attack success rate 12.35, avg_weight_poisoned 0.939774215221405
    i=60: accuracy 96.12, attack success rate 12.6, avg_weight_poisoned 1.030194640159607
    i=70: accuracy 96.03, attack success rate 12.17, avg_weight_poisoned 1.0625251531600952
    i=80: accuracy 95.97, attack success rate 13.61, avg_weight_poisoned 0.973408043384552
    i=90: accuracy 95.65, attack success rate 14.12, avg_weight_poisoned 1.0923162698745728
    i=100: accuracy 95.79, attack success rate 13.36, avg_weight_poisoned 0.9653983116149902
    i=110: accuracy 95.63, attack success rate 15.67, avg_weight_poisoned 1.0011188983917236
    i=120: accuracy 96.0, attack success rate 14.11, avg_weight_poisoned 0.9128158688545227
    i=130: accuracy 95.87, attack success rate 15.31, avg_weight_poisoned 0.9626374244689941
    i=140: accuracy 95.97, attack success rate 15.21, avg_weight_poisoned 1.1607080698013306
    i=150: accuracy 95.99, attack success rate 16.02, avg_weight_poisoned 1.0249018669128418
    i=160: accuracy 96.04, attack success rate 18.8, avg_weight_poisoned 0.959743857383728
    i=170: accuracy 95.88, attack success rate 23.01, avg_weight_poisoned 0.8853942155838013
    i=180: accuracy 96.31, attack success rate 17.88, avg_weight_poisoned 0.9460533857345581
    i=190: accuracy 95.79, attack success rate 16.71, avg_weight_poisoned 0.964023232460022
    i=200: accuracy 96.26, attack success rate 15.85, avg_weight_poisoned 0.9109123349189758
    i=210: accuracy 96.47, attack success rate 36.17, avg_weight_poisoned 0.9829541444778442
    i=220: accuracy 95.86, attack success rate 71.73, avg_weight_poisoned 1.0214284658432007
    i=230: accuracy 95.1, attack success rate 87.99, avg_weight_poisoned 0.9462364315986633
    i=0: accuracy 96.05, attack success rate 72.74, avg_weight_poisoned 1.057009220123291
    i=10: accuracy 95.38, attack success rate 25.72, avg_weight_poisoned 0.8664873242378235
    i=20: accuracy 89.66, attack success rate 14.18, avg_weight_poisoned 1.0723403692245483
    i=30: accuracy 95.74, attack success rate 85.67, avg_weight_poisoned 0.9799792170524597
    i=40: accuracy 96.11, attack success rate 86.36, avg_weight_poisoned 0.9732011556625366
    i=50: accuracy 96.49, attack success rate 97.72, avg_weight_poisoned 0.9825587272644043
    i=60: accuracy 96.43, attack success rate 85.5, avg_weight_poisoned 0.9420441389083862
    i=70: accuracy 96.33, attack success rate 97.61, avg_weight_poisoned 0.9576044082641602
    i=80: accuracy 95.98, attack success rate 96.17, avg_weight_poisoned 0.9471845626831055
    i=90: accuracy 94.9, attack success rate 98.5, avg_weight_poisoned 0.9555965662002563
    i=100: accuracy 96.04, attack success rate 99.1, avg_weight_poisoned 0.9019845724105835
    i=110: accuracy 96.56, attack success rate 97.27, avg_weight_poisoned 1.0268884897232056
    i=120: accuracy 96.41, attack success rate 92.52, avg_weight_poisoned 1.0467487573623657
    i=130: accuracy 96.69, attack success rate 96.2, avg_weight_poisoned 0.8529788851737976
    i=140: accuracy 95.99, attack success rate 98.14, avg_weight_poisoned 0.9966652989387512
    i=150: accuracy 95.69, attack success rate 99.62, avg_weight_poisoned 1.0877050161361694
    i=160: accuracy 95.8, attack success rate 96.16, avg_weight_poisoned 0.9505645036697388
    i=170: accuracy 96.6, attack success rate 98.88, avg_weight_poisoned 0.9685075879096985
    i=180: accuracy 96.59, attack success rate 98.53, avg_weight_poisoned 0.9828475713729858
    i=190: accuracy 96.61, attack success rate 99.2, avg_weight_poisoned 0.9581979513168335
    i=200: accuracy 97.14, attack success rate 96.04, avg_weight_poisoned 0.985322117805481
    i=210: accuracy 96.83, attack success rate 98.85, avg_weight_poisoned 1.088254690170288
    i=220: accuracy 96.63, attack success rate 99.67, avg_weight_poisoned 0.9837802052497864
    i=230: accuracy 97.14, attack success rate 99.04, avg_weight_poisoned 0.9610459208488464
    i=0: accuracy 97.02, attack success rate 98.7, avg_weight_poisoned 1.1169931888580322
    i=10: accuracy 97.44, attack success rate 99.79, avg_weight_poisoned 1.0037511587142944
    i=20: accuracy 97.17, attack success rate 98.94, avg_weight_poisoned 1.0363706350326538
    i=30: accuracy 96.62, attack success rate 98.18, avg_weight_poisoned 0.9886826276779175
    i=40: accuracy 96.25, attack success rate 99.24, avg_weight_poisoned 1.0618045330047607
    i=50: accuracy 97.01, attack success rate 96.85, avg_weight_poisoned 1.0085692405700684
    i=60: accuracy 96.72, attack success rate 98.27, avg_weight_poisoned 0.9082832336425781
    i=70: accuracy 96.79, attack success rate 97.11, avg_weight_poisoned 1.0731663703918457
    i=80: accuracy 96.64, attack success rate 98.58, avg_weight_poisoned 0.9914321899414062
    i=90: accuracy 97.22, attack success rate 99.72, avg_weight_poisoned 0.925743579864502
    i=100: accuracy 97.46, attack success rate 99.74, avg_weight_poisoned 1.025386095046997
    i=110: accuracy 97.23, attack success rate 99.47, avg_weight_poisoned 0.9127653241157532
    i=120: accuracy 96.6, attack success rate 98.88, avg_weight_poisoned 0.9861785173416138
    i=130: accuracy 97.4, attack success rate 97.39, avg_weight_poisoned 1.1446802616119385
    i=140: accuracy 97.42, attack success rate 99.85, avg_weight_poisoned 0.9376628994941711
    i=150: accuracy 97.45, attack success rate 99.68, avg_weight_poisoned 1.0098079442977905
